"effectID","coder","Authors","documentType","document PY","document title","abstract","StudyYear","ExclusionReasonLSR","Notes_ExclusionReasonLSR","page","EffectNumber","statistical_technique","dependent_variable","study_design","coefficient","effect_direction","coefficient_sd","coefficient_sd_type","Notes: Coefficient","baselineConsumption","Notes_baselineConsumption","PercentageChange","control_mean","control_sample_size","control_sd","treated_mean","treatment_sample_size","treated_sd","total_sample_size","diff_mean","uncertaintyMeasuresMissing","pooled_sd","p_value","significance_bound","significance_test","test_statistic","effect test_tails","Notes: Difference of means","Notes: Sample size","Notes: Doc level","Notes: Significance","Notes: Uncertainty","controls Electricity use","controls Energy prices","controls Environmental attitudes","controls HH controls (demographics)","controls None - base model","controls Residence controls","controls Seasonal controls","controls Weather controls","geographic_scope","geographic_location","Notes: Study scope","city","state","country","Randomisation method","smart_metering","randomisation_dummy","Opt_in_out","outOfSampleBias","reportingBiases","Notes_Biases","interventionDuration","interventionTreatmentPeriod","Notes_interventionDuration","interventionFollowup","framing_unit","medium","informationFrequency","Awareness Campaign","Bills","Commitment strategies","Competition","Critical Peak Pricing","Dynamic Pricing","Gamification","Goal Setting","Historical","Home audits","Home Energy Report","In home display","Injunctive Norm / Social Norm","Moral suasion","Peak Load Pricing","peer comparison","Real-time Pricing","Rewards","tips","ToU","AdditionalIntervention","Smart Metering","Notes_interventionType","multicoded","EffectSizeExclusion","EffectSizeExlusionReason","issuesToResolve","issuesResolvedDoubleChecking","knownUnresolvableIssues","dateCodingCompleted","control","documentID","r_coefficient","smd1","smd2","smd","zi","var_r1","var_r2","var_r","var_smd","vi","ConfounderPossibility","ConfounderAll","ConfounderJustifiedOmission","ConfounderAccuracy","ConfounderAnalysis","SampleExchangeability","SampleExclusion","SampleGroupComparability","SampleGroupDifferenceIntervention","SampleBiasAdjustment","AwareofStudy","DataSelective","DataSubgroups","DataCausal","StatsRecording","StatsDescriptiveError","StatsInferentialError","StatsInferentialViolation","cat_criterion1","cat_criterion2","cat_criterion5","cat_criterion6","cat_criterion7","randomisation_level","ElectricityUse","ElectricityPrice","EnvironmentAttitudes","HouseholdType","ResidenceType","Season","Weather","Region","StatsMethod","StudyDesign","Control","BaselineConsumption","InterventionDuration","Randomisation","After2000","Followup","Geographic_Scope","InterventionID","cat_criteria_sum"
"23-004-12","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",12,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.143,-1,0.016,"robust standard errors",NA,"320.60199999999998","kWh consumption in the month of April",NA,NA,550,NA,NA,563,NA,2248,0,"uncertainty measures available",NA,0.01,"lower bound","t-test",8.9375,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","28","28","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Knowledge treatment",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.18524046490636,NA,NA,0.377005683169828,0.187403968107033,0.000415019756549321,0.000256,0.000415019756549321,0.00365823218334402,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"320.60199999999998","28","Yes","After",1,"Macro",11,"high"
"23-004-2","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",2,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.01,-1,0.019,"robust standard errors",NA,"319.40499999999997","kWh consumption in the month of April",NA,NA,550,NA,NA,568,NA,2248,0,"uncertainty measures available",NA,0.1,"upper bound","t-test",0.526315789473684,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","4","4","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh) and relative consumption (%)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Comparison to suburb",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.0110999619338558,NA,NA,0.0222012916110315,0.0111004178398693,0.000444928169501838,0.000361,0.000444928169501838,0.00357896563556064,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"319.40499999999997","4","Yes","After",1,"Macro",12,"high"
"23-004-3","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",3,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.001,-1,0.019,"robust standard errors",NA,"320.60199999999998","kWh consumption in the month of April",NA,NA,550,NA,NA,563,NA,2248,0,"uncertainty measures available",NA,0.1,"upper bound","t-test",0.0526315789473684,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","4","4","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Knowledge treatment",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.00111006389661734,NA,NA,0.00222012916110315,0.0011100643525734,0.000445036731427596,0.000361,0.000445036731427596,0.00359438296673626,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"320.60199999999998","4","Yes","After",1,"Macro",13,"high"
"23-004-4","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",4,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.003,1,0.018,"robust standard errors",NA,"325.339","kWh consumption in the month of April",NA,NA,550,NA,NA,567,NA,2248,0,"uncertainty measures available",NA,0.1,"upper bound","t-test",0.166666666666667,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","12","12","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh) and relative consumption (%)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Comparison to immediate neighbours",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",-0.00351518278718304,NA,NA,-0.00703040901015998,-0.00351519726575417,0.000445026830054574,0.000324,0.000445026830054574,0.00358187237324872,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"325.339","12","Yes","After",1,"Macro",14,"high"
"23-004-5","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",5,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.007,-1,0.017,"robust standard errors",NA,"319.40499999999997","kWh consumption in the month of April",NA,NA,550,NA,NA,568,NA,2248,0,"uncertainty measures available",NA,0.1,"upper bound","t-test",0.411764705882353,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","12","12","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh) and relative consumption (%)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Comparison to suburb",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.00868429540468421,NA,NA,0.017369245789807,0.00868451372902709,0.000444970703922728,0.000289,0.000444970703922728,0.00357888012274763,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"319.40499999999997","12","Yes","After",1,"Macro",15,"high"
"23-004-6","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",6,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.071,-1,0.017,"robust standard errors",NA,"320.60199999999998","kWh consumption in the month of April",NA,NA,550,NA,NA,563,NA,2248,0,"uncertainty measures available",NA,0.01,"lower bound","t-test",4.17647058823529,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","12","12","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Knowledge treatment",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.0877471190700107,NA,NA,0.176173778725185,0.0879733698573871,0.000438211023305012,0.000289,0.000438211023305012,0.00360832378943924,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"320.60199999999998","12","Yes","After",1,"Macro",16,"high"
"23-004-7","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",7,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.035,-1,0.017,"robust standard errors",NA,"325.339","kWh consumption in the month of April",NA,NA,550,NA,NA,567,NA,2248,0,"uncertainty measures available",NA,0.05,"lower bound","t-test",2.05882352941176,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","20","20","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh) and relative consumption (%)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Comparison to immediate neighbours",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.0433822336850014,NA,NA,0.0868462289490347,0.0434094798427275,0.000443364265951715,0.000289,0.000443364265951715,0.00358522637541157,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"325.339","20","Yes","After",1,"Macro",17,"high"
"23-004-8","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",8,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.035,-1,0.017,"robust standard errors",NA,"319.40499999999997","kWh consumption in the month of April",NA,NA,550,NA,NA,568,NA,2248,0,"uncertainty measures available",NA,0.05,"lower bound","t-test",2.05882352941176,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","20","20","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh) and relative consumption (%)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Comparison to suburb",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.0433822336850014,NA,NA,0.0868462289490347,0.0434094798427275,0.000443364265951715,0.000289,0.000443364265951715,0.00358211830556667,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"319.40499999999997","20","Yes","After",1,"Macro",18,"high"
"23-004-9","Jorge","Islam, A; Eskander, S; Wang, LC","Unpublished Academic Paper",2023,"Non-Price Energy Conservation Information and Household Energy Consumption in a Developing Country: Evidence from an Rct","… on saving energy could reduce households’ energy consumption significantly. The effects … information about own electricity consumption relative to neighbors’ electricity consumption …",2023,"NA",NA,"27",9,"OLS regression","Log of electricity consumption (kWh)","Control-treatment",0.097,-1,0.017,"robust standard errors",NA,"320.60199999999998","kWh consumption in the month of April",NA,NA,550,NA,NA,563,NA,2248,0,"uncertainty measures available",NA,0.01,"lower bound","t-test",5.70588235294118,NA,NA,NA,NA,"Test statistic is computed manually, it isn't reported, just the significance thresholds are given",NA,0,0,0,0,1,0,0,0,"State","Dhaka, Khulna, and Jessore in Bangladesh",NA,"Dhaka, Khulna, Jessore",NA,"Bangladesh","NA","No","yes","No","Probably Yes","Probably No","To find out households who have the potential to reduce electricity consumption, we located certain areas or neighborhoods in these cities with relatively better socio-economic condition.","20","20","Intervention lasts from april to november, measures taken every 2 months","no","Energy (kWh)","bill","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Knowledge treatment",NA,NA,NA,NA,NA,NA,"08/08/2023",NA,"23-004",0.119481960016089,NA,NA,0.240688120230182,0.120055452759797,0.000432421862433988,0.000289,0.000432421862433988,0.00362040535768256,0.00044543429844098,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","3","2","3","2","2","randomised",0,0,0,0,0,0,"0","Asia","OLS","Control-treatment",1,"320.60199999999998","20","Yes","After",1,"Macro",19,"high"
"23-005-1","Jorge","Ruokamo, E; Meriläinen, T; Karhinen, S; Räihä, J; ...",NA,2022,"The effect of information nudges on energy saving: Observations from a randomized field experiment in Finland","… evaluates the impacts of information nudges on residential electricity consumption with a … electricity consumption choices more visible to households and make the energy conservation …",2022,"NA",NA,"8",1,"OLS regression","Natural log of daily electricity consumption (kWh)","Difference in Difference",0.013,1,0.021,"Heteroskedasticity and autocorrelation robust clustered standard errors","The study uses an intention to treat setting i.e., the effect of receiving an e-mail delivered information letter is analyzed, not the effect of reading the letter.",NA,NA,NA,NA,139,NA,NA,139,NA,671,0,"uncertainty measures available",NA,0.1,"upper bound","t-test",0.619047619047619,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,1,"State","Porvoo, Finland",NA,NA,"Porvoo","Finland","RCT","Yes","yes","Yes","Probably Yes","Probably No",NA,"52","52",NA,"yes","NA","email, online","monthly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/08/2023",NA,"23-005",-0.0238912468892874,NA,NA,-0.0477961365441351,-0.0238957940883242,0.00149083394395118,0.000441,0.00149083394395118,0.0143925979688283,0.00149700598802395,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","1","2","3","2","2","randomised",0,0,0,1,1,1,"1","Europe excl. UK","OLS","DID",1,NA,"52","Yes","After",1,"Macro",20,"medium"
"23-005-2","Jorge","Ruokamo, E; Meriläinen, T; Karhinen, S; Räihä, J; ...",NA,2022,"The effect of information nudges on energy saving: Observations from a randomized field experiment in Finland","… evaluates the impacts of information nudges on residential electricity consumption with a … electricity consumption choices more visible to households and make the energy conservation …",2022,"NA",NA,"8",2,"OLS regression","Natural log of daily electricity consumption (kWh)","Difference in Difference",0.015,-1,0.019,"Heteroskedasticity and autocorrelation robust clustered standard errors","The study uses an intention to treat setting i.e., the effect of receiving an e-mail delivered information letter is analyzed, not the effect of reading the letter.",NA,NA,NA,NA,131,NA,NA,131,NA,671,0,"uncertainty measures available",NA,0.1,"upper bound","t-test",0.789473684210526,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,1,"State","Porvoo, Finland",NA,NA,"Porvoo","Finland","RCT","Yes","yes","Yes","Probably Yes","Probably No",NA,"52","52",NA,"yes","NA","email, online","monthly",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Platform where all details of own consumption could be consulted, with time series and graphs",NA,NA,NA,NA,NA,NA,NA,NA,"10/08/2023",NA,"23-005",0.0304631487464849,NA,NA,0.0609545870906986,0.0304725772990704,0.00148976843929443,0.000361,0.00148976843929443,0.0152742661482584,0.00149700598802395,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","1","2","3","2","2","randomised",0,0,0,1,1,1,"1","Europe excl. UK","OLS","DID",1,NA,"52","Yes","After",1,"Macro",21,"medium"
